"","x"
"1278",30.178770998133
"1279",144.483298178345
"1280",415.631647843566
"1281",592.380588691654
"1282",267.31812104316
"1283",151.386298587021
"1284",155.839147127159
"1285",193.715007752854
"1286",200.565078832661
"1287",168.333558294426
"1288",183.749917270202
"1289",326.185747043426
"1290",636.538155103208
"1291",645.039012273328
"1292",470.886097732612
"1293",357.024113784644
"1294",257.099102343937
"1295",178.331982165839
"1296",107.049287103603
"1297",34.5900307048767
"1298",14.7883668294348
"1299",7.96128841373421
"1300",2.37872400794869
"1301",3.64501695657938
"1302",14.8029348658785
"1303",65.1138311010791
"1304",151.588675928989
